DIVISION_FN,GRUPO_FN,META,FINALIDAD,UNIDAD_MEDIDA,CANT_META_SEM,AVAN_FISICO_SEM,SEC_FUNC,DEPARTAMENTO,PROVINCIA,DISTRITO,CATEGORIA_GASTO,GENERICA,SUBGENERICA,SUBGENERICA_DET,ESPECIFICA,ESPECIFICA_DET,MTO_PIA
6,8,5,888,248,6,6,8,40,19,9,5,3,2,7,11,2,2300
51,114,22,235454,43,12,12,59,20,1,99,5,3,2,2,1,1,39150
6,7,1,17,60,6,6,3,15,1,1,5,3,2,7,11,99,66377
6,8,5,888,248,6,6,8,40,19,9,5,3,2,2,3,1,767
51,114,1,222334,152,40890,61303,38,15,1,99,5,3,1,8,2,1,2265
6,8,17,888,248,6,6,20,20,1,99,5,3,2,2,1,2,200
6,8,14,888,248,6,6,17,16,1,99,5,3,2,1,2,2,1073
51,114,21,235454,43,9,9,58,19,1,99,5,3,2,6,3,4,4998
6,8,19,888,248,6,6,22,22,1,99,5,3,1,3,1,1,400
51,114,23,235454,43,61,61,60,21,1,99,5,3,2,2,2,3,0
6,8,18,888,248,6,6,21,21,1,99,5,3,1,99,1,99,5829
51,114,24,235454,43,4,4,61,22,1,99,5,3,2,6,3,2,1309
6,8,1,40624,60,6,6,27,15,1,1,5,3,2,7,5,2,0
6,8,5,888,248,6,6,8,40,19,9,5,3,1,99,1,99,3291
51,114,11,235454,43,63,63,48,80,19,9,5,3,2,8,1,2,125982
51,114,7,235454,43,17,17,44,40,19,9,5,3,1,6,1,4,0
51,114,23,235454,43,61,61,60,21,1,99,5,3,2,7,5,2,0
6,8,12,888,248,6,6,15,12,1,99,5,3,2,2,1,2,200
51,114,10,235454,43,20,20,47,60,19,9,5,3,1,7,1,1,14498
51,114,17,235454,43,1,1,54,15,3,3,5,3,1,3,1,3,109
51,114,8,235454,43,32,32,45,50,10,1,5,3,1,7,1,1,23197
51,114,24,235454,43,4,4,61,22,1,99,5,3,2,8,1,10,0
51,114,22,235454,43,12,12,59,20,1,99,5,3,1,8,1,99,155
6,8,9,888,248,6,6,12,80,19,9,5,3,2,5,1,1,36000
6,8,1,40624,60,6,6,27,15,1,1,5,3,2,1,2,2,2101
6,8,10,888,248,6,6,13,90,19,9,5,3,2,2,3,1,4965
6,8,1,888,60,6,6,4,15,1,1,5,3,1,3,1,3,2658
51,114,21,235454,43,9,9,58,19,1,99,5,3,2,8,1,10,0
6,8,1,888,60,6,6,4,15,1,1,5,3,2,7,11,99,36107
6,8,13,888,248,6,6,16,13,1,99,5,3,1,1,1,1,1790
51,114,7,235454,43,17,17,44,40,19,9,5,3,1,3,1,3,4573
6,8,11,888,248,6,6,14,10,1,99,5,3,1,99,1,99,3833
51,114,8,235454,43,32,32,45,50,10,1,5,3,2,9,1,1,387248
6,11,1,53571,60,6,6,28,15,1,1,6,6,3,2,1,1,0
6,8,6,888,248,6,6,9,50,19,9,5,3,1,2,1,1,0
51,114,18,235454,43,38,40,55,16,1,99,5,3,2,8,1,5,0
51,114,24,235454,43,4,4,61,22,1,99,5,3,2,7,11,2,0
6,8,20,888,248,6,6,23,23,1,99,5,3,2,8,1,4,600
51,114,8,235454,43,32,32,45,50,10,1,5,3,2,8,1,5,0
51,114,24,235454,43,4,4,61,22,1,99,5,3,2,4,2,1,16000
51,114,1,25788,54,1,1,69,21,9,4,6,6,8,1,3,1,0
51,114,17,235454,43,1,1,54,15,3,3,5,3,2,6,3,99,5260
6,8,12,888,248,6,6,15,12,1,99,5,3,2,8,1,1,108000
51,114,14,235454,43,26,26,51,12,1,1,5,3,1,2,1,1,3692
51,114,8,235454,43,32,32,45,50,10,1,5,3,2,8,1,10,0
6,8,21,888,248,6,6,24,25,1,99,5,3,2,5,1,1,24000
6,8,8,888,248,6,6,11,60,19,9,5,3,2,2,1,2,200
6,11,1,53571,60,6,6,28,15,1,1,5,3,2,7,11,5,0
51,114,10,235454,43,20,20,47,60,19,9,5,3,2,8,1,2,39661
51,114,4,235454,43,16,16,41,10,19,9,5,3,2,2,1,2,0
6,8,3,888,248,6,6,6,20,19,9,5,3,1,3,1,1,333
6,8,8,888,248,6,6,11,60,19,9,5,3,2,8,1,5,0
6,7,1,17,60,6,6,3,15,1,1,5,3,2,1,2,1,10000
6,8,21,888,248,6,6,24,25,1,99,5,3,2,9,1,1,104871
51,114,22,235454,43,12,12,59,20,1,99,5,3,2,6,3,2,4403
51,114,21,235454,43,9,9,58,19,1,99,5,3,1,3,1,2,808
6,8,5,888,248,6,6,8,40,19,9,5,3,2,7,11,99,4861
51,114,6,235454,43,36,36,43,30,19,9,5,3,2,8,1,1,1188000
6,8,7,888,248,6,6,10,50,69,9,5,3,1,5,1,2,893
51,114,7,235454,43,17,17,44,40,19,9,5,3,1,3,1,1,42152
6,8,20,888,248,6,6,23,23,1,99,5,3,1,99,1,99,2223
6,8,14,888,248,6,6,17,16,1,99,5,3,2,2,1,1,9148
6,8,3,888,248,6,6,6,20,19,9,5,3,2,5,1,1,30000
51,114,7,235454,43,17,17,44,40,19,9,5,3,1,5,1,2,26340
51,114,12,235454,43,51,51,49,90,19,9,5,3,2,6,3,2,15300
6,8,21,888,248,6,6,24,25,1,99,5,3,2,1,2,2,1656
51,114,23,235454,43,61,61,60,21,1,99,5,3,2,8,1,2,109651
51,114,23,235454,43,61,61,60,21,1,99,5,3,2,9,1,1,1109681
51,114,25,235454,43,4,4,62,23,1,99,5,3,1,3,1,3,274
6,8,13,888,248,6,6,16,13,1,99,5,3,2,5,1,1,36000
6,8,14,888,248,6,6,17,16,1,99,5,3,2,2,2,1,14820
51,114,26,235454,43,6,6,63,25,1,99,5,3,1,5,1,2,9296
51,114,18,235454,43,38,40,55,16,1,99,5,3,2,9,1,1,1445624
6,8,22,72183,60,6,6,25,15,1,1,5,3,2,9,1,1,419492
51,114,13,235454,43,0,0,50,10,1,1,5,3,1,3,1,3,0
6,8,16,888,248,0,0,19,19,1,99,5,3,2,2,2,2,1496
51,114,21,235454,43,0,0,58,19,1,99,5,3,2,4,7,1,541
51,114,6,235454,43,0,0,43,30,19,9,5,3,1,8,1,2,1288
6,8,13,888,248,0,0,16,13,1,99,5,3,2,2,2,2,1496
51,114,12,235454,43,0,0,49,90,19,9,5,3,1,5,4,1,21277
51,114,13,235454,43,0,0,50,10,1,1,5,3,2,2,2,1,46352
51,114,6,235454,43,0,0,43,30,19,9,5,3,1,5,4,1,20526
6,8,21,888,248,0,0,24,25,1,99,5,3,2,3,1,2,14400
16,35,1,160798,86,0,0,1,15,1,1,5,3,1,8,2,1,2000
51,114,22,235454,43,0,0,59,20,1,99,5,3,2,2,2,2,3420
16,35,1,160798,86,0,0,1,15,1,1,5,3,2,1,2,2,1760
51,114,22,235454,43,0,0,59,20,1,99,5,3,1,8,2,1,1511
6,8,16,888,248,6,6,19,19,1,99,5,3,2,2,1,2,808
6,8,16,888,248,6,6,19,19,1,99,5,3,1,1,1,1,1572
51,114,26,235454,43,6,6,63,25,1,99,5,3,2,8,1,10,0
51,114,17,235454,43,1,1,54,15,3,3,5,3,2,6,3,3,0
6,8,6,888,248,6,6,9,50,19,9,5,3,2,8,1,10,0
51,114,22,235454,43,12,12,59,20,1,99,5,3,2,8,1,1,288000
51,114,20,235454,43,2,2,57,18,1,99,5,3,1,2,1,2,201
6,8,22,72183,60,6,6,25,15,1,1,5,3,2,5,1,3,0
51,114,26,235454,43,6,6,63,25,1,99,5,3,2,8,1,1,72000
51,114,1,222334,152,40890,61303,38,15,1,99,5,3,2,8,1,1,516000
6,8,18,888,248,6,6,21,21,1,99,5,3,2,7,11,99,9353
51,114,26,235454,43,6,6,63,25,1,99,5,3,2,2,2,3,12000
51,114,5,235454,43,18,19,42,20,19,9,5,3,2,8,1,4,7800
51,114,19,235454,43,2,2,56,17,1,99,5,3,2,6,3,2,5101
51,114,21,235454,43,9,9,58,19,1,99,5,3,2,8,1,4,5400
51,114,11,235454,43,63,63,48,80,19,9,5,3,2,6,3,4,34984
51,114,21,235454,43,9,9,58,19,1,99,5,3,2,7,11,99,5254
51,114,27,235455,60,6,6,64,15,1,1,5,3,2,9,1,1,1614945
51,114,25,235454,43,4,4,62,23,1,99,5,3,2,2,1,2,0
51,114,14,235454,43,26,26,51,12,1,1,5,3,2,2,1,2,600
6,8,9,888,248,6,6,12,80,19,9,5,3,2,6,1,2,205
6,8,12,888,248,6,6,15,12,1,99,5,3,2,2,1,1,976
6,8,3,888,248,6,6,6,20,19,9,5,3,2,1,2,1,300
51,114,17,235454,43,1,1,54,15,3,3,5,3,1,2,1,1,0
51,114,21,235454,43,9,9,58,19,1,99,5,3,2,2,1,2,0
6,8,22,72183,60,6,6,25,15,1,1,5,3,2,7,11,99,0
4,5,1,220270,60,6,6,2,15,1,1,5,3,2,7,5,10,0
51,114,17,235454,43,1,1,54,15,3,3,5,3,2,8,1,10,0
51,114,6,235454,43,36,36,43,30,19,9,5,3,2,8,1,10,0
51,114,15,235454,43,10,10,52,13,1,1,5,3,2,4,2,1,9000
6,8,7,888,248,6,6,10,50,69,9,5,3,2,2,2,3,121346
6,8,17,888,248,6,6,20,20,1,99,5,3,2,9,1,1,28518
51,114,21,235454,43,9,9,58,19,1,99,5,3,1,2,1,1,0
51,114,16,235454,43,1,1,53,14,1,99,5,3,2,9,1,1,42204
51,114,7,235454,43,17,17,44,40,19,9,5,3,1,2,1,1,0
6,8,21,888,248,6,6,24,25,1,99,5,3,2,6,1,2,230
51,114,7,235454,43,17,17,44,40,19,9,5,3,2,2,1,2,0
6,8,4,888,248,6,6,7,30,19,9,5,3,2,2,2,3,121347
51,114,6,235454,43,36,36,43,30,19,9,5,3,2,9,1,1,483771
51,114,8,235454,43,32,32,45,50,10,1,5,3,1,3,1,2,2737
51,114,14,235454,43,26,26,51,12,1,1,6,6,3,2,3,3,0
6,8,11,888,248,6,6,14,10,1,99,5,3,2,9,1,1,34037
51,114,24,235454,43,4,4,61,22,1,99,5,3,1,5,1,2,6198
6,8,3,888,248,6,6,6,20,19,9,5,3,1,5,3,1,1840
6,8,10,888,248,6,6,13,90,19,9,5,3,2,2,2,3,121346
6,8,15,888,248,6,6,18,17,1,99,5,3,1,1,1,1,414
6,8,14,888,248,6,6,17,16,1,99,5,3,2,1,2,1,400
6,8,4,888,248,6,6,7,30,19,9,5,3,2,9,1,1,98431
6,8,14,888,248,6,6,17,16,1,99,5,3,1,3,1,1,1199
51,114,20,235454,43,2,2,57,18,1,99,5,3,2,4,5,1,1001
51,114,11,235454,43,63,63,48,80,19,9,5,3,2,4,2,1,650330
51,114,14,235454,43,26,26,51,12,1,1,5,3,2,8,1,1,576000
51,114,4,235454,43,16,16,41,10,19,9,5,3,2,8,1,1,481611
51,114,4,235454,43,16,16,41,10,19,9,5,3,1,5,4,1,9980
51,114,7,235454,43,17,17,44,40,19,9,5,3,1,8,1,99,98
51,114,10,235454,43,20,20,47,60,19,9,5,3,2,8,1,10,0
51,114,15,235454,43,10,10,52,13,1,1,5,3,1,3,1,1,13625
6,8,5,888,248,6,6,8,40,19,9,5,3,2,6,3,99,0
6,8,1,888,60,6,6,4,15,1,1,5,3,2,7,5,2,0
6,8,1,888,60,6,6,4,15,1,1,5,3,2,8,1,10,0
51,114,26,235454,43,6,6,63,25,1,99,5,3,1,2,1,1,1565
51,114,20,235454,43,2,2,57,18,1,99,5,3,2,8,1,4,0
6,7,1,17,60,6,6,3,15,1,1,5,3,2,8,1,10,0
51,114,4,235454,43,16,16,41,10,19,9,5,3,1,6,1,4,0
6,8,6,888,248,6,6,9,50,19,9,5,3,2,8,1,1,108000
51,114,24,235454,43,4,4,61,22,1,99,5,3,2,2,1,2,0
51,114,22,235454,43,12,12,59,20,1,99,5,3,2,8,1,5,0
51,114,14,235454,43,26,26,51,12,1,1,5,3,1,6,1,1,0
6,8,18,888,248,6,6,21,21,1,99,5,3,2,2,1,1,1220
51,114,16,235454,43,1,1,53,14,1,99,5,3,2,8,1,1,0
6,8,1,888,60,6,6,4,15,1,1,5,3,2,8,1,2,87194
6,8,11,888,248,6,6,14,10,1,99,5,3,2,2,2,1,0
6,8,13,888,248,6,6,16,13,1,99,5,3,2,2,1,1,0
6,8,2,888,248,6,6,5,10,19,9,5,3,1,5,1,2,2877
6,8,3,888,248,6,6,6,20,19,9,5,3,1,5,1,2,2691
51,114,8,235454,43,32,32,45,50,10,1,5,3,2,8,1,4,18600
6,8,2,888,248,6,6,5,10,19,9,5,3,2,9,1,1,79114
6,8,11,888,248,6,6,14,10,1,99,5,3,2,5,1,1,36000
51,114,9,235454,43,19,19,46,50,60,1,5,3,2,2,1,1,83141
6,8,15,888,248,6,6,18,17,1,99,5,3,2,8,1,2,4666
6,8,13,888,248,6,6,16,13,1,99,5,3,1,5,3,1,1809
6,8,12,888,248,6,6,15,12,1,99,5,3,1,3,1,1,799
51,114,23,235454,43,61,61,60,21,1,99,5,3,1,5,3,1,113834
51,114,17,235454,43,1,1,54,15,3,3,5,3,1,5,3,1,1505
51,114,13,235454,43,41,41,50,10,1,1,5,3,2,2,1,1,86483
51,114,24,235454,43,4,4,61,22,1,99,5,3,1,3,1,2,0
51,114,10,235454,43,20,20,47,60,19,9,5,3,2,8,1,1,612000
6,8,21,888,248,6,6,24,25,1,99,5,3,1,1,1,1,230
6,8,23,88314,248,6,6,26,15,1,1,5,3,2,1,2,2,40381
51,114,23,235454,43,61,61,60,21,1,99,5,3,2,2,1,2,0
51,114,26,235454,43,6,6,63,25,1,99,5,3,1,7,1,1,4349
6,8,16,888,248,6,6,19,19,1,99,5,3,2,8,1,4,600
6,8,21,888,248,6,6,24,25,1,99,5,3,2,8,1,10,0
6,8,12,888,248,6,6,15,12,1,99,5,3,2,2,2,3,121346
51,114,5,235454,43,18,19,42,20,19,9,5,3,2,4,2,1,0
6,8,7,888,248,6,6,10,50,69,9,5,3,2,1,2,99,383
51,114,9,235454,43,19,19,46,50,60,1,5,3,1,2,1,1,0
6,11,1,53571,60,6,6,28,15,1,1,5,3,2,7,5,8,0
51,114,23,235454,43,61,61,60,21,1,99,5,3,2,2,2,1,54078
51,114,9,235454,43,19,19,46,50,60,1,5,3,2,7,11,2,0
6,8,5,888,248,6,6,8,40,19,9,5,3,2,9,1,1,36797
6,8,13,888,248,6,6,16,13,1,99,5,3,2,2,1,2,3572
51,114,17,235454,43,1,1,54,15,3,3,5,3,2,6,3,4,555
51,114,14,235454,43,26,26,51,12,1,1,5,3,1,8,1,99,149
51,114,6,235454,43,36,36,43,30,19,9,5,3,1,3,1,1,84564
51,114,6,367093,96,0,0,34,16,7,4,6,5,2,2,1,99,29000
6,8,1,888,60,6,6,4,15,1,1,6,6,3,2,1,2,0
6,8,1,888,60,6,6,4,15,1,1,5,3,2,6,3,4,18000
6,8,10,888,248,6,6,13,90,19,9,5,3,2,6,2,99,115
6,8,9,888,248,6,6,12,80,19,9,5,3,2,2,2,3,121346
6,8,1,888,60,6,6,4,15,1,1,5,3,2,8,1,1,2816373
51,114,12,235454,43,51,51,49,90,19,9,5,3,2,2,1,2,0
51,114,22,235454,43,12,12,59,20,1,99,5,3,2,7,11,2,0
51,114,5,235454,43,18,19,42,20,19,9,5,3,2,2,2,3,161556
51,114,18,235454,43,38,40,55,16,1,99,5,3,2,2,1,1,12430
51,114,24,235454,43,4,4,61,22,1,99,5,3,2,2,1,1,12283
6,8,16,888,248,6,6,19,19,1,99,5,3,2,2,2,1,7980
51,114,27,235455,60,6,6,64,15,1,1,5,5,4,1,2,1,0
51,114,4,235454,43,16,16,41,10,19,9,5,3,1,2,1,1,287
6,8,7,888,248,6,6,10,50,69,9,5,3,2,1,2,1,500
51,114,3,235453,152,0,0,40,15,1,1,5,3,1,7,1,1,15150
51,114,14,235454,43,26,26,51,12,1,1,5,3,2,8,1,4,9600
6,8,12,888,248,6,6,15,12,1,99,5,3,2,1,2,2,966
51,114,3,235453,152,0,0,40,15,1,1,5,3,2,8,1,4,9000
51,114,9,235454,43,19,19,46,50,60,1,5,3,2,8,1,1,592547
51,114,26,235454,43,6,6,63,25,1,99,5,3,1,3,1,1,21670
6,8,9,888,248,6,6,12,80,19,9,5,3,2,8,1,2,2333
51,114,18,235454,43,38,40,55,16,1,99,5,3,1,99,1,99,0
6,8,14,888,248,6,6,17,16,1,99,5,3,1,1,1,1,1150
6,8,12,888,248,6,6,15,12,1,99,5,3,2,8,1,2,2333
51,114,18,235454,43,38,40,55,16,1,99,5,3,2,4,5,1,60150
6,8,8,888,248,6,6,11,60,19,9,5,3,1,99,1,99,4204
6,8,9,888,248,6,6,12,80,19,9,5,3,2,2,1,1,976
51,114,1,222334,152,40890,61303,38,15,1,99,5,3,2,9,1,1,900580
6,8,1,888,60,6,6,4,15,1,1,5,3,1,5,1,2,100322
6,8,19,888,248,6,6,22,22,1,99,5,3,2,1,2,2,414
6,8,3,888,248,6,6,6,20,19,9,5,3,2,8,1,1,108000
6,8,14,888,248,6,6,17,16,1,99,5,3,2,3,1,2,88748
4,5,1,220270,60,6,6,2,15,1,1,5,3,2,1,2,1,2080
6,8,23,88314,248,6,6,26,15,1,1,5,3,1,5,1,1,0
6,8,2,888,248,6,6,5,10,19,9,5,3,2,6,3,99,0
51,114,7,235454,43,17,17,44,40,19,9,5,3,1,3,1,2,2181
4,5,1,220270,60,6,6,2,15,1,1,5,3,2,7,5,8,0
51,114,14,235454,43,26,26,51,12,1,1,5,3,1,3,1,2,26690
6,8,15,888,248,6,6,18,17,1,99,5,3,2,8,1,10,0
6,8,11,888,248,6,6,14,10,1,99,5,3,2,2,2,3,121346
51,114,14,235454,43,26,26,51,12,1,1,5,3,1,2,1,2,16435
6,8,11,888,248,6,6,14,10,1,99,5,3,2,2,1,2,3800
51,114,11,235454,43,63,63,48,80,19,9,5,3,2,6,3,3,12000
51,114,13,235454,43,41,41,50,10,1,1,5,3,1,5,1,2,60427
51,114,7,235454,43,17,17,44,40,19,9,5,3,2,8,1,10,0
51,114,13,235454,43,41,41,50,10,1,1,5,3,1,7,1,1,28271
51,114,4,235454,43,16,16,41,10,19,9,5,3,1,2,1,2,14305
6,8,10,888,248,6,6,13,90,19,9,5,3,2,1,2,2,3450
6,8,3,888,248,6,6,6,20,19,9,5,3,2,6,3,99,0
51,114,4,235454,43,16,16,41,10,19,9,5,3,2,7,11,2,0
51,114,11,235454,43,63,63,48,80,19,9,5,3,1,3,1,2,16168
51,114,11,235454,43,63,63,48,80,19,9,5,3,2,8,1,5,0
51,114,19,235454,43,2,2,56,17,1,99,5,3,1,5,3,1,3010
6,8,14,888,248,6,6,17,16,1,99,5,3,2,8,1,5,0
51,114,25,235454,43,4,4,62,23,1,99,5,3,2,6,3,3,540
51,114,6,235454,43,36,36,43,30,19,9,5,3,2,6,3,2,4890
6,8,16,888,248,6,6,19,19,1,99,5,3,1,3,1,1,250
51,114,13,235454,43,41,41,50,10,1,1,5,3,1,3,1,1,84722
6,8,7,888,248,6,6,10,50,69,9,5,3,1,5,3,1,1645
6,8,12,888,248,6,6,15,12,1,99,5,3,2,7,11,99,14067
6,8,13,888,248,6,6,16,13,1,99,5,3,1,99,1,99,11173
51,114,11,235454,43,63,63,48,80,19,9,5,3,2,2,1,2,0
51,114,3,235453,152,0,0,40,15,1,1,5,3,2,9,1,1,748390
51,114,21,235454,43,0,0,58,19,1,99,6,6,3,2,3,1,0
51,114,21,235454,43,0,0,58,19,1,99,6,6,3,2,1,1,0
51,114,1,788,213,0,0,75,21,1,8,6,6,8,1,2,1,0
51,114,1,222334,152,0,0,38,15,1,99,5,3,1,2,1,1,315
6,8,23,88314,248,0,0,26,15,1,1,5,3,1,5,1,2,10444
6,8,11,888,248,0,0,14,10,1,99,5,3,1,8,2,1,523
51,114,13,235454,43,0,0,50,10,1,1,5,3,1,8,1,2,161
51,114,6,235454,43,0,0,43,30,19,9,5,3,1,5,3,2,17968
51,114,4,235454,43,0,0,41,10,19,9,5,3,1,8,2,1,2115
6,8,16,888,248,0,0,19,19,1,99,5,3,2,6,3,3,180
51,114,25,235454,43,0,0,62,23,1,99,5,3,1,5,4,1,2853
51,114,16,235454,43,0,0,53,14,1,99,5,3,1,8,2,1,151
51,114,5,235454,43,0,0,42,20,19,9,5,3,1,8,1,2,170
6,8,9,888,248,0,0,12,80,19,9,5,3,1,8,2,1,320
6,8,5,888,248,0,0,8,40,19,9,5,3,2,2,2,2,2991
51,114,26,235454,43,0,0,63,25,1,99,5,3,1,8,1,2,99
51,114,24,235454,43,0,0,61,22,1,99,5,3,2,7,11,99,6844
51,114,14,235454,43,0,0,51,12,1,1,5,3,2,4,7,1,4039
51,114,26,235454,43,0,0,63,25,1,99,5,3,2,4,2,1,76000
51,114,25,235454,43,0,0,62,23,1,99,5,3,2,2,2,1,5794
51,114,23,235454,43,0,0,60,21,1,99,5,3,1,3,1,2,5389
51,114,20,235454,43,0,0,57,18,1,99,5,3,1,8,2,1,302
51,114,5,235454,43,0,0,42,20,19,9,5,3,2,2,2,1,21245
6,8,13,888,248,0,0,16,13,1,99,5,3,2,6,3,3,1620
51,114,3,235453,152,0,0,40,15,1,1,5,3,1,8,2,1,3384
6,8,1,888,60,0,0,4,15,1,1,5,3,2,4,6,1,18236
51,114,24,235454,43,0,0,61,22,1,99,5,3,1,5,3,2,1137
51,114,10,235454,43,0,0,47,60,19,9,5,3,1,99,1,3,940
51,114,8,235454,43,0,0,45,50,10,1,5,3,1,8,2,1,4835
51,114,8,235454,43,0,0,45,50,10,1,5,3,1,8,1,2,1962
51,114,6,235454,43,0,0,43,30,19,9,5,3,1,7,1,1,26097
51,114,2,235453,1,0,0,39,16,3,99,5,3,2,1,2,2,15373
51,114,9,367096,96,0,0,37,19,3,8,6,5,2,2,1,99,12112
6,8,14,888,248,0,0,17,16,1,99,5,3,2,2,2,2,1496
51,114,21,235454,43,0,0,58,19,1,99,5,3,1,2,1,2,12779
51,114,17,235454,43,0,0,54,15,3,3,5,3,2,4,7,1,180
51,114,3,235453,152,0,0,40,15,1,1,5,3,2,7,5,2,31447
51,114,19,235454,43,0,0,56,17,1,99,5,3,2,2,2,3,2250
51,114,9,235454,43,0,0,46,50,60,1,5,3,1,5,4,1,5569
